"id","student_name_id","user_id","bs_leave_from","bs_leave_to","ad_leave_from","ad_leave_to","num_days","request_through","leave_type","reason","approving_authority","created_at","updated_at"
"1068","105","2","2079-08-03","2079-10-05","2022-11-19 09:28:28","2023-01-19 09:28:28",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:28","2022-11-19 15:13:28"
"1069","104","2","2079-08-03","2079-08-11","2022-11-19 09:28:29","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:29","2022-11-28 19:41:51"
"1070","96","2","2079-08-03","2079-08-08","2022-11-19 09:28:30","2022-11-24 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:30","2022-11-25 18:45:23"
"1071","91","2","2079-08-03","2079-10-05","2022-11-19 09:28:31","2023-01-19 09:28:31",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:31","2022-11-19 15:13:31"
"1072","89","2","2079-08-03","2079-09-25","2022-11-19 09:28:32","2023-01-09 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:32","2023-01-10 15:25:33"
"1073","87","2","2079-08-03","2079-10-05","2022-11-19 09:28:33","2023-01-19 09:28:33",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:33","2022-11-19 15:13:33"
"1074","67","2","2079-08-03","2079-10-05","2022-11-19 09:28:33","2023-01-19 09:28:33",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:33","2022-11-19 15:13:33"
"1075","64","2","2079-08-03","2079-10-05","2022-11-19 09:28:34","2023-01-19 09:28:34",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:34","2022-11-19 15:13:34"
"1076","63","2","2079-08-03","2079-10-05","2022-11-19 09:28:34","2023-01-19 09:28:34",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:34","2022-11-19 15:13:34"
"1077","62","2","2079-08-03","2079-08-24","2022-11-19 09:28:36","2022-12-10 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:36","2022-12-11 17:40:02"
"1078","61","2","2079-08-03","2079-08-11","2022-11-19 09:28:43","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:43","2022-11-28 18:31:40"
"1079","56","2","2079-08-03","2079-08-24","2022-11-19 09:28:43","2022-12-10 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:43","2022-12-11 17:38:22"
"1080","55","2","2079-08-03","2079-08-24","2022-11-19 09:28:44","2022-12-10 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:44","2022-12-11 17:38:30"
"1081","53","2","2079-08-03","2079-08-24","2022-11-19 09:28:45","2022-12-10 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:45","2022-12-11 17:38:59"
"1082","52","2","2079-08-03","2079-08-24","2022-11-19 09:28:45","2022-12-10 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:45","2022-12-11 21:57:26"
"1083","51","2","2079-08-03","2079-08-24","2022-11-19 09:28:46","2022-12-10 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:46","2022-12-11 17:38:42"
"1084","50","2","2079-08-03","2079-08-24","2022-11-19 09:28:47","2022-12-10 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:47","2022-12-11 17:37:48"
"1085","49","2","2079-08-03","2079-08-24","2022-11-19 09:28:48","2022-12-10 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:48","2022-12-11 17:37:53"
"1086","48","2","2079-08-03","2079-10-05","2022-11-19 09:28:48","2023-01-19 09:28:48",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:48","2022-11-19 15:13:48"
"1087","42","2","2079-08-03","2079-08-07","2022-11-19 09:28:49","2022-11-23 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:49","2022-11-24 22:23:12"
"1088","40","2","2079-08-03","2079-10-05","2022-11-19 09:28:49","2023-01-19 09:28:49",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:49","2022-11-19 15:13:49"
"1089","37","2","2079-08-03","2079-12-01","2022-11-19","2023-03-15","121","none",NULL,"Exam  Ko Tayari","Janak Bhatt","2022-11-19 15:13:50","2023-01-10 15:24:39"
"1090","30","2","2079-08-03","2079-10-05","2022-11-19 09:28:51","2023-01-19 09:28:51",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:51","2022-11-19 15:13:51"
"1091","29","2","2079-08-03","2079-08-11","2022-11-19 09:28:53","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:53","2022-11-28 18:31:26"
"1092","27","2","2079-08-03","2079-08-05","2022-11-19 09:28:53","2022-11-21 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:53","2022-11-22 19:35:18"
"1093","26","2","2079-08-03","2079-10-05","2022-11-19 09:28:54","2023-01-19 09:28:54",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:54","2022-11-19 15:13:54"
"1094","25","2","2079-08-03","2079-10-05","2022-11-19 09:28:54","2023-01-19 09:28:54",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:54","2022-11-19 15:13:54"
"1095","24","2","2079-08-03","2079-10-05","2022-11-19 09:28:55","2023-01-19 09:28:55",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:55","2022-11-19 15:13:55"
"1096","21","2","2079-08-03","2079-10-05","2022-11-19 09:28:56","2023-01-19 09:28:56",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:56","2022-11-19 15:13:56"
"1097","18","2","2079-08-03","2079-10-05","2022-11-19 09:28:57","2023-01-19 09:28:57",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:57","2022-11-19 15:13:57"
"1098","14","2","2079-08-03","2079-08-11","2022-11-19 09:28:58","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:58","2022-11-28 18:31:12"
"1099","4","2","2079-08-03","2079-10-05","2022-11-19 09:28:58","2023-01-19 09:28:58",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:13:58","2022-11-19 15:13:58"
"1100","871","2","2079-08-03","2079-10-05","2022-11-19 09:37:26","2023-01-19 09:37:26",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:22:26","2022-11-19 15:22:26"
"1101","586","2","2079-08-03","2079-10-05","2022-11-19 09:37:37","2023-01-19 09:37:37",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:22:37","2022-11-19 15:22:37"
"1102","572","2","2079-08-03","2079-10-05","2022-11-19 09:37:40","2023-01-19 09:37:40",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:22:40","2022-11-19 15:22:40"
"1103","434","2","2079-08-03","2079-10-05","2022-11-19 09:37:49","2023-01-19 09:37:49",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:22:49","2022-11-19 15:22:49"
"1104","32","2","2079-08-03","2079-10-05","2022-11-19 09:38:02","2023-01-19 09:38:02",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:23:02","2022-11-19 15:23:02"
"1105","743","2","2079-08-03","2079-08-19","2022-11-19 09:41:54","2022-12-05 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-11-19 15:26:54","2022-12-06 14:25:27"
"1106","794","2","2079-08-03","2079-10-05","2022-11-19 09:44:02","2023-01-19 09:44:02",NULL,"none",NULL,"unknown","Nirajan","2022-11-19 15:29:02","2022-11-19 15:29:02"
"1107","760","2","2079-08-03","2079-08-18","2022-11-19 09:44:02","2022-12-04 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-19 15:29:02","2022-12-05 14:08:11"
"1108","539","2","2079-08-03","2079-10-05","2022-11-19 09:47:49","2023-01-19 09:47:49",NULL,"none",NULL,"unknown","Nirajan","2022-11-19 15:32:49","2022-11-19 15:32:49"
"1109","867","2","2079-08-03","2079-08-13","2022-11-19 09:49:16","2022-11-29 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-19 15:34:16","2022-11-30 17:14:29"
"1110","97","2","2079-08-03","2079-08-05","2022-11-19 09:49:48","2022-11-21 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-19 15:34:48","2022-11-22 19:35:11"
"1111","715","2","2079-08-03","2079-09-26","2022-11-19","2023-01-10","55","call",NULL,"Exam","Janak Bhatt","2022-11-19 16:33:08","2023-01-10 15:21:07"
"1112","710","2","2079-08-03","2079-10-05","2022-11-19 10:48:12","2023-01-19 10:48:12",NULL,"none",NULL,"unknown","Nirajan","2022-11-19 16:33:12","2022-11-19 16:33:12"
"1113","709","2","2079-08-03","2079-10-05","2022-11-19 10:48:14","2023-01-19 10:48:14",NULL,"none",NULL,"unknown","Nirajan","2022-11-19 16:33:14","2022-11-19 16:33:14"
"1114","476","2","2079-08-06","2079-08-08","2022-11-22","2022-11-24","3","call",NULL,"personal","Rajendra Bhatt","2022-11-22 13:18:46","2022-11-22 13:18:46"
"1115","830","2","2079-08-06","2079-08-11","2022-11-22 13:57:59","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-22 19:42:59","2022-11-28 18:30:23"
"1116","575","2","2079-08-06","2079-10-08","2022-11-22 13:58:00","2023-01-22 13:58:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-22 19:43:00","2022-11-22 19:43:00"
"1117","582","2","2079-08-07","2079-10-09","2022-11-23 10:27:29","2023-01-23 10:27:29",NULL,"none",NULL,"unknown","Nirajan","2022-11-23 16:12:29","2022-11-23 16:12:29"
"1118","782","2","2079-08-07","2079-09-24","2022-11-23 10:27:31","2023-01-08 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-23 16:12:31","2023-01-09 22:41:45"
"1119","491","2","2079-08-07","2079-09-13","2022-11-23 16:10:22","2022-12-28 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-23 21:55:22","2022-12-29 21:08:25"
"1120","465","2","2079-08-07","2079-08-11","2022-11-23 16:10:25","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-23 21:55:25","2022-11-28 18:30:09"
"1121","677","2","2079-08-08","2079-10-10","2022-11-24 07:13:01","2023-01-24 07:13:01",NULL,"none",NULL,"unknown","Nirajan","2022-11-24 12:58:01","2022-11-24 12:58:01"
"1122","476","2","2079-08-08","2079-08-08","2022-11-24 07:13:16","2022-11-24 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-24 12:58:16","2022-11-25 13:00:59"
"1123","31","2","2079-08-08","2079-08-11","2022-11-24 07:13:30","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-24 12:58:30","2022-11-28 18:52:50"
"1124","28","2","2079-08-08","2079-08-19","2022-11-24 07:13:36","2022-12-05 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-24 12:58:36","2022-12-06 13:40:57"
"1125","16","2","2079-08-08","2079-10-10","2022-11-24 07:13:38","2023-01-24 07:13:38",NULL,"none",NULL,"unknown","Nirajan","2022-11-24 12:58:38","2022-11-24 12:58:38"
"1126","926","2","2079-08-08","2079-08-08","2022-11-24 09:03:29","2022-11-24 00:00:00",NULL,"none",NULL,"unknown","saroj","2022-11-24 14:48:29","2022-11-25 15:30:51"
"1127","899","2","2079-08-08","2079-08-08","2022-11-24 09:03:31","2022-11-24 00:00:00",NULL,"none",NULL,"unknown","saroj","2022-11-24 14:48:31","2022-11-25 15:30:48"
"1128","898","2","2079-08-08","2079-08-08","2022-11-24 09:03:34","2022-11-24 00:00:00",NULL,"none",NULL,"unknown","saroj","2022-11-24 14:48:34","2022-11-25 15:30:36"
"1129","868","2","2079-08-08","2079-08-08","2022-11-24 09:03:35","2022-11-24 00:00:00",NULL,"none",NULL,"unknown","saroj","2022-11-24 14:48:35","2022-11-25 15:30:44"
"1130","891","2","2079-08-09","2079-08-22","2022-11-25","2022-12-08","14","physical",NULL,"Field work from NGO.","Manoj BudhaAyer","2022-11-25 14:46:57","2022-11-25 14:46:57"
"1131","451","2","2079-08-11","2079-08-11","2022-11-27 10:10:01","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-27 15:55:01","2022-11-28 18:30:03"
"1132","711","2","2079-08-11","2079-10-02","2022-11-27","2023-01-16","53","call",NULL,"Chiso  ko Karan","Janak Bhatt","2022-11-27 16:25:04","2023-01-10 15:16:59"
"1133","689","2","2079-08-11","2079-10-13","2022-11-27 10:40:04","2023-01-27 10:40:04",NULL,"none",NULL,"unknown","Nirajan","2022-11-27 16:25:04","2022-11-27 16:25:04"
"1134","214","2","2079-08-11","2079-08-11","2022-11-27 11:35:25","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-27 17:20:25","2022-11-28 18:29:50"
"1135","936","2","2079-08-11","2079-08-10","2022-11-27 11:35:25","2022-11-26 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-27 17:20:25","2022-11-27 17:36:10"
"1136","937","2","2079-08-11","2079-08-10","2022-11-27 11:35:26","2022-11-26 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-27 17:20:26","2022-11-27 17:36:23"
"1137","939","2","2079-08-11","2079-08-10","2022-11-27 11:35:27","2022-11-26 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-27 17:20:27","2022-11-27 17:35:56"
"1138","938","2","2079-08-11","2079-08-11","2022-11-27 11:35:28","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-27 17:20:28","2022-11-28 16:19:08"
"1139","803","2","2079-08-12","2079-09-03","2022-11-28 08:29:30","2022-12-18 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-28 14:14:30","2022-12-19 20:58:01"
"1140","691","2","2079-08-12","2079-08-20","2022-11-28 08:29:30","2022-12-06 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-28 14:14:30","2022-12-07 20:05:44"
"1141","695","2","2079-08-12","2079-10-14","2022-11-28 08:29:48","2023-01-28 08:29:48",NULL,"none",NULL,"unknown","Nirajan","2022-11-28 14:14:48","2022-11-28 14:14:48"
"1142","737","2","2079-08-12","2079-08-11","2022-11-28 08:29:51","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-28 14:14:51","2022-11-28 18:29:53"
"1143","764","2","2079-08-12","2079-10-14","2022-11-28 08:29:52","2023-01-28 08:29:52",NULL,"none",NULL,"unknown","Nirajan","2022-11-28 14:14:52","2022-11-28 14:14:52"
"1144","730","2","2079-08-12","2079-10-14","2022-11-28","2023-01-28",NULL,"none",NULL,"Kaam X","Janak Bhatt","2022-11-28 14:14:53","2023-01-09 22:37:58"
"1145","763","2","2079-08-12","2079-10-14","2022-11-28 08:29:56","2023-01-28 08:29:56",NULL,"none",NULL,"unknown","Nirajan","2022-11-28 14:14:56","2022-11-28 14:14:56"
"1146","838","2","2079-08-12","2079-08-11","2022-11-28 08:32:50","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-28 14:17:50","2022-11-28 18:28:45"
"1147","857","2","2079-08-12","2079-08-11","2022-11-28 08:32:50","2022-11-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-28 14:17:50","2022-11-28 18:28:47"
"1148","695","2","2079-08-02","2079-08-29","2022-11-18","2022-12-15","28","followup",NULL,"dhangadi  daily januparekole","IT Zone","2022-11-28 18:39:27","2022-11-28 18:39:27"
"1149","434","2","2079-08-12","2079-10-10","2022-11-28","2023-01-24","60","followup",NULL,"Exam Chalekole","IT Zone","2022-11-28 18:47:35","2022-11-28 18:47:35"
"1150","486","2","2079-07-01","2079-12-24","2022-10-18","2023-04-07","177","physical",NULL,"SEE ko exam ko tayari","IT Zone","2022-11-28 19:00:04","2022-11-28 19:00:04"
"1151","486","2","2079-07-01","2079-12-24","2022-10-18","2023-04-07","177","physical",NULL,"SEE ko exam ko tayari","IT Zone","2022-11-28 19:01:54","2022-11-28 19:01:54"
"1152","306","2","2079-08-13","2079-10-15","2022-11-29 09:02:28","2023-01-29 09:02:28",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 14:47:28","2022-11-29 14:47:28"
"1153","737","2","2079-08-13","2079-10-15","2022-11-29 15:52:15","2023-01-29 15:52:15",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:37:15","2022-11-29 21:37:15"
"1154","857","2","2079-08-13","2079-08-19","2022-11-29 15:52:17","2022-12-05 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:37:17","2022-12-06 22:20:06"
"1155","838","2","2079-08-13","2079-08-19","2022-11-29 15:52:18","2022-12-05 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:37:18","2022-12-06 22:20:15"
"1156","104","2","2079-08-13","2079-08-13","2022-11-29 15:52:26","2022-11-29 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:37:26","2022-11-30 14:42:18"
"1157","949","2","2079-08-13","2079-10-15","2022-11-29 15:53:46","2023-01-29 15:53:46",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:38:46","2022-11-29 21:38:46"
"1158","214","2","2079-08-13","2079-08-19","2022-11-29 15:53:50","2022-12-05 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:38:50","2022-12-06 22:21:15"
"1159","559","2","2079-08-13","2079-08-13","2022-11-29 15:53:59","2022-11-29 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:38:59","2022-11-30 15:18:36"
"1160","950","2","2079-08-13","2079-08-17","2022-11-29 15:54:01","2022-12-03 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:39:01","2022-12-04 15:29:10"
"1161","948","2","2079-08-13","2079-08-15","2022-11-29 15:54:02","2022-12-01 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:39:02","2022-12-02 21:58:07"
"1162","943","2","2079-08-13","2079-10-15","2022-11-29 15:54:02","2023-01-29 15:54:02",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:39:02","2022-11-29 21:39:02"
"1163","942","2","2079-08-13","2079-10-15","2022-11-29 15:54:03","2023-01-29 15:54:03",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:39:03","2022-11-29 21:39:03"
"1164","940","2","2079-08-13","2079-08-13","2022-11-29 15:54:20","2022-11-29 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:39:20","2022-11-30 15:14:50"
"1165","272","2","2079-08-13","2079-10-15","2022-11-29 15:54:21","2023-01-29 15:54:21",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:39:21","2022-11-29 21:39:21"
"1166","61","2","2079-08-13","2079-10-15","2022-11-29 15:54:25","2023-01-29 15:54:25",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:39:25","2022-11-29 21:39:25"
"1167","29","2","2079-08-13","2079-10-15","2022-11-29 15:54:27","2023-01-29 15:54:27",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:39:27","2022-11-29 21:39:27"
"1168","14","2","2079-08-13","2079-10-15","2022-11-29 15:54:28","2023-01-29 15:54:28",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:39:28","2022-11-29 21:39:28"
"1169","465","2","2079-08-13","2079-10-15","2022-11-29 16:02:55","2023-01-29 16:02:55",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 21:47:55","2022-11-29 21:47:55"
"1170","451","2","2079-08-13","2079-08-19","2022-11-29 16:21:55","2022-12-05 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-29 22:06:55","2022-12-06 21:01:31"
"1171","431","2","2079-08-14","2079-10-16","2022-11-30 08:33:38","2023-01-30 08:33:38",NULL,"none",NULL,"unknown","Nirajan","2022-11-30 14:18:38","2022-11-30 14:18:38"
"1172","431","2","2079-08-14","2079-09-24","2022-11-30 08:33:45","2023-01-08 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-30 14:18:45","2023-01-09 22:34:14"
"1173","304","2","2079-08-14","2079-08-19","2022-11-30 08:37:56","2022-12-05 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-30 14:22:56","2022-12-06 18:38:57"
"1174","121","2","2079-08-14","2079-08-14","2022-11-30 08:37:56","2022-11-30 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-30 14:22:56","2022-12-01 17:54:29"
"1175","382","2","2079-08-14","2079-08-14","2022-11-30 08:37:57","2022-11-30 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-30 14:22:57","2022-12-01 17:54:15"
"1176","412","2","2079-08-14","2079-08-14","2022-11-30 08:37:58","2022-11-30 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-30 14:22:58","2022-12-01 17:54:34"
"1177","608","2","2079-08-14","2079-08-14","2022-11-30 08:37:59","2022-11-30 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-30 14:22:59","2022-12-01 17:54:22"
"1178","631","2","2079-08-14","2079-08-18","2022-11-30 08:38:00","2022-12-04 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-30 14:23:00","2022-12-05 17:55:22"
"1179","870","2","2079-08-14","2079-08-25","2022-11-30 08:45:34","2022-12-11 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-30 14:30:34","2022-12-12 22:15:58"
"1180","560","2","2079-08-14","2079-08-18","2022-11-30 08:45:34","2022-12-04 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-11-30 14:30:34","2022-12-05 21:38:25"
"1181","952","2","2079-08-15","2079-08-17","2022-12-01 10:53:00","2022-12-03 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-12-01 16:38:00","2022-12-04 15:26:44"
"1182","577","2","2079-08-15","2079-10-18","2022-12-01 15:58:55","2023-02-01 15:58:55",NULL,"none",NULL,"unknown","Nabin","2022-12-01 21:43:55","2022-12-01 21:43:55"
"1183","492","2","2079-08-15","2079-09-24","2022-12-01 15:58:55","2023-01-08 00:00:00",NULL,"none",NULL,"unknown","Nabin","2022-12-01 21:43:55","2023-01-09 22:33:16"
"1184","614","2","2079-08-15","2079-10-18","2022-12-01 15:58:56","2023-02-01 15:58:56",NULL,"none",NULL,"unknown","Nabin","2022-12-01 21:43:56","2022-12-01 21:43:56"
"1185","882","2","2079-08-15","2079-10-18","2022-12-01 15:58:58","2023-02-01 15:58:58",NULL,"none",NULL,"unknown","Nabin","2022-12-01 21:43:58","2022-12-01 21:43:58"
"1186","849","2","2079-08-15","2079-10-16","2022-12-01","2023-01-30 00:00:00","65","none",NULL,"birami","Janak Bhatt","2022-12-01 21:44:02","2023-01-31 16:43:45"
"1187","827","2","2079-08-15","2079-08-15","2022-12-01 15:59:03","2022-12-01 00:00:00",NULL,"none",NULL,"unknown","Nabin","2022-12-01 21:44:03","2022-12-02 20:15:58"
"1188","912","2","2079-08-15","2079-08-18","2022-12-01 17:18:22","2022-12-04 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-12-01 23:03:22","2022-12-05 21:10:22"
"1189","911","2","2079-08-15","2079-08-18","2022-12-01 17:18:23","2022-12-04 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-12-01 23:03:23","2022-12-05 21:10:39"
"1190","422","2","2079-08-18","2079-10-21","2022-12-04 07:52:42","2023-02-04 07:52:42",NULL,"none",NULL,"unknown","Nirajan","2022-12-04 13:37:42","2022-12-04 13:37:42"
"1191","429","2","2079-08-18","2079-10-21","2022-12-04 07:52:43","2023-02-04 07:52:43",NULL,"none",NULL,"unknown","Nirajan","2022-12-04 13:37:43","2022-12-04 13:37:43"
"1192","430","2","2079-08-18","2079-10-21","2022-12-04 07:52:46","2023-02-04 07:52:46",NULL,"none",NULL,"unknown","Nirajan","2022-12-04 13:37:46","2022-12-04 13:37:46"
"1193","596","2","2079-08-18","2079-08-17","2022-12-04 07:59:23","2022-12-03 00:00:00",NULL,"none",NULL,"unknown","KP","2022-12-04 13:44:23","2022-12-04 21:16:38"
"1194","945","2","2079-08-18","2079-08-19","2022-12-04 08:01:22","2022-12-05 00:00:00",NULL,"none",NULL,"unknown","KP","2022-12-04 13:46:22","2022-12-06 18:48:23"
"1195","596","2","2079-08-19","2079-10-22","2022-12-05 10:04:15","2023-02-05 10:04:15",NULL,"none",NULL,"unknown","Nirajan","2022-12-05 15:49:15","2022-12-05 15:49:15"
"1196","788","2","2079-08-19","2079-10-22","2022-12-05 10:22:56","2023-02-05 10:22:56",NULL,"none",NULL,"unknown","Nirajan","2022-12-05 16:07:56","2022-12-05 16:07:56"
"1197","788","2","2079-08-19","2079-10-22","2022-12-05 10:22:58","2023-02-05 10:22:58",NULL,"none",NULL,"unknown","Nirajan","2022-12-05 16:07:58","2022-12-05 16:07:58"
"1198","500","2","2079-08-19","2079-09-16","2022-12-05 10:45:23","2022-12-31 00:00:00",NULL,"none",NULL,"unknown","KP","2022-12-05 16:30:23","2023-01-01 14:11:20"
"1199","621","2","2079-08-19","2079-09-24","2022-12-05 10:45:56","2023-01-08 00:00:00",NULL,"none",NULL,"unknown","KP","2022-12-05 16:30:56","2023-01-09 22:29:38"
"1200","119","2","2079-08-19","2079-09-10","2022-12-05 10:46:16","2022-12-25 00:00:00",NULL,"none",NULL,"unknown","KP","2022-12-05 16:31:16","2022-12-26 21:57:28"
"1201","749","2","2079-08-19","2079-09-10","2022-12-05 10:46:18","2022-12-25 00:00:00",NULL,"none",NULL,"unknown","KP","2022-12-05 16:31:18","2022-12-26 21:58:00"
"1202","129","2","2079-08-19","2079-10-22","2022-12-05 10:48:34","2023-02-05 10:48:34",NULL,"none",NULL,"unknown","KP","2022-12-05 16:33:34","2022-12-05 16:33:34"
"1203","94","2","2079-08-19","2079-08-19","2022-12-05 12:11:16","2022-12-05 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-12-05 17:56:16","2022-12-06 22:23:26"
"1204","592","2","2079-08-19","2079-08-28","2022-12-05 16:01:59","2022-12-14 00:00:00",NULL,"none",NULL,"unknown","KP","2022-12-05 21:46:59","2022-12-15 14:24:23"
"1205","740","2","2079-08-19","2079-10-15","2022-12-05 16:02:11","2023-01-29 00:00:00",NULL,"none",NULL,"unknown","KP","2022-12-05 21:47:11","2023-01-30 16:25:17"
"1206","758","2","2079-08-19","2079-08-28","2022-12-05 19:31:09","2022-12-14 00:00:00",NULL,"none",NULL,"unknown","saroj","2022-12-06 01:16:09","2022-12-15 14:24:24"
"1207","758","2","2079-08-19","2079-08-28","2022-12-05 19:31:11","2022-12-14 00:00:00",NULL,"none",NULL,"unknown","saroj","2022-12-06 01:16:11","2022-12-15 14:24:26"
"1208","440","2","2079-08-20","2079-10-23","2022-12-06 09:29:32","2023-02-06 09:29:32",NULL,"none",NULL,"unknown","KP","2022-12-06 15:14:32","2022-12-06 15:14:32"
"1209","372","2","2079-08-20","2079-10-23","2022-12-06 09:31:34","2023-02-06 09:31:34",NULL,"none",NULL,"unknown","KP","2022-12-06 15:16:34","2022-12-06 15:16:34"
"1210","835","2","2079-08-20","2079-10-23","2022-12-06 09:36:45","2023-02-06 09:36:45",NULL,"none",NULL,"unknown","KP","2022-12-06 15:21:45","2022-12-06 15:21:45"
"1211","835","2","2079-08-20","2079-09-25","2022-12-06 09:36:50","2023-01-09 00:00:00",NULL,"none",NULL,"unknown","KP","2022-12-06 15:21:50","2023-01-10 15:49:43"
"1212","680","2","2079-08-20","2079-10-23","2022-12-06 11:25:03","2023-02-06 11:25:03",NULL,"none",NULL,"unknown","Nirajan","2022-12-06 17:10:03","2022-12-06 17:10:03"
