"id","student_name_id","particular","pay_amount","pay_date","discount","due_amount","valid","followup","remarks","payment_method","received_by","user_id","status","created_at","updated_at"
"1737","504","Course Fee","5000","2079-06-27",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-10-13 17:41:12","2022-10-13 17:41:12"
"1738","860","Extend Fee Date","0","2079-06-28","0","2500","2079-07-04",NULL,"Salary naaayeko",NULL,"Manoj Budhayer","2","due","2022-10-14 13:48:13","2022-10-14 13:48:13"
"1739","886","Course Fee","1000","2079-06-28",NULL,"19500","2079-07-04",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-10-14 15:39:29","2022-10-14 15:39:29"
"1740","887","Course Fee","500","2079-06-28","500","2000","2079-06-31",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-10-14 15:45:30","2022-10-14 15:45:30"
"1741","882","Course Fee","3500","2079-06-28","0","6500","2079-07-30",NULL,"kartik 20 samm rs 3500= fee clear +t-shirt","cash","Janak Bhatt","2","due","2022-10-14 17:06:53","2022-10-18 16:46:48"
"1742","32","Extend Fee Date","0","2079-06-30","0","3000","2079-07-01",NULL,"Tha navako",NULL,"Janak Bhatt","2","due","2022-10-16 13:21:19","2022-10-16 13:21:19"
"1744","889","Course Fee","500","2079-06-30","0","20000","2079-07-03",NULL,NULL,"cash","Janak Bhatt","2","due","2022-10-16 14:55:31","2022-10-19 14:29:57"
"1745","890","Course Fee","1000","2079-06-27",NULL,"000","0000-00-00",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-10-16 15:05:28","2022-10-16 15:05:28"
"1746","359","Course Fee","4000","2079-06-30",NULL,"0","9999-99-99",NULL,NULL,"online","Bijaya Kumar","2","complete","2022-10-16 16:00:16","2022-10-16 16:00:16"
"1747","856","Course Fee","8000","2079-06-30","2000","0","9999-99-99",NULL,NULL,"online","Bijaya Kumar","2","complete","2022-10-16 16:00:57","2022-10-16 16:00:57"
"1748","885","Course Fee","6000","2079-06-30","4000","0","9999-99-99",NULL,NULL,"online","Bijaya Kumar","2","complete","2022-10-16 16:02:35","2022-10-16 16:02:35"
"1749","85","Course Fee","2500","2079-03-15","5000","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-10-16 16:38:58","2022-10-16 16:41:36"
"1750","857","Course Fee","4000","2079-06-31","2000","0","9999-99-99",NULL,NULL,"cash","Bijaya Kumar","2","complete","2022-10-17 13:51:55","2022-10-17 13:51:55"
"1751","838","Course Fee","4000","2079-06-31",NULL,"0","9999-99-99",NULL,NULL,"cash","Bijaya Kumar","2","complete","2022-10-17 13:54:02","2022-10-17 13:54:02"
"1752","446","Course Fee","1000","2079-06-31",NULL,"3000","2079-08-25",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-10-17 14:12:23","2022-10-17 14:12:23"
"1753","740","Course Fee","2000","2079-06-31",NULL,"6500","2079-08-10",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-10-17 14:14:47","2022-10-17 14:14:47"
"1754","881","Extend Fee Date","0","2079-06-31","0","6500","2079-07-01",NULL,"ddy pasal Ga a ko le laun sakian",NULL,"Bijaya Kumar","2","due","2022-10-17 17:16:09","2022-10-17 17:16:09"
"1755","801","Course Fee","1000","2079-06-09","1500","0","9999-99-99",NULL,"Through salary f his mother.","cash","Janak Bhatt","2","complete","2022-10-17 17:44:45","2022-10-17 17:44:45"
"1756","486","Extend Fee Date","0","2079-06-31","0","6300","2079-12-25",NULL,"School",NULL,"Janak Bhatt","2","due","2022-10-17 18:40:26","2022-10-17 18:40:26"
"1757","348","Extend Fee Date","0","2079-06-31","0","6300","2079-12-25",NULL,"School",NULL,"Janak Bhatt","2","due","2022-10-17 18:40:51","2022-10-17 18:40:51"
"1758","487","Extend Fee Date","0","2079-06-31","0","7150","2079-12-25",NULL,"School",NULL,"Janak Bhatt","2","due","2022-10-17 18:41:21","2022-10-17 18:41:21"
"1759","32","Course Fee","1000","2079-07-01",NULL,"2000","2079-08-01",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-10-18 14:14:42","2022-10-18 14:14:42"
"1760","883","Course Fee","3000","2079-07-01",NULL,"0","9999-99-99",NULL,NULL,"cash","Bijaya Kumar","2","complete","2022-10-18 16:25:27","2022-10-18 16:25:27"
"1761","384","Extend Fee Date","0","2079-07-02","0","9900","2079-07-04",NULL,"Personal problem",NULL,"Bijaya Kumar","2","due","2022-10-19 14:16:25","2022-10-19 14:16:25"
"1762","384","Extend Fee Date","0","2079-07-02","0","9900","2079-07-04",NULL,"Personal problem",NULL,"Bijaya Kumar","2","due","2022-10-19 14:16:37","2022-10-19 14:16:37"
"1764","562","Course Fee","1000","2079-07-02",NULL,"8000","2079-08-12",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-10-19 15:43:20","2022-10-19 15:43:20"
"1765","399","Course Fee","1000","2079-07-02",NULL,"7000","2079-08-02",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-10-19 15:47:51","2022-10-19 15:47:51"
"1766","529","Extend Fee Date","0","2079-07-02","0","4500","2079-07-15",NULL,"ghr ma problem",NULL,"Bijaya Kumar","2","due","2022-10-19 16:43:14","2022-10-19 16:43:14"
"1767","528","Extend Fee Date","0","2079-07-02","0","4500","2079-07-15",NULL,"ghar ma problem",NULL,"Bijaya Kumar","2","due","2022-10-19 16:43:40","2022-10-19 16:43:40"
"1768","444","Extend Fee Date","0","2079-07-02","0","5000","2079-07-15",NULL,"ghr ma problem",NULL,"Bijaya Kumar","2","due","2022-10-19 16:45:19","2022-10-19 16:45:19"
"1769","577","Extend Fee Date","0","2079-07-02","0","500","2079-12-30",NULL,"AutoCAD vayekai xaina","cash","Janak Bhatt","2","due","2022-10-19 17:13:42","2022-11-16 20:07:49"
"1770","866","Course Fee","1500","2079-07-03",NULL,"0","9999-99-99",NULL,NULL,"cash","Bijaya Kumar","2","complete","2022-10-20 14:51:55","2022-10-20 14:51:55"
"1771","889","Course Fee","5500","2079-07-03",NULL,"10500","2079-08-03",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-10-20 16:23:11","2022-10-20 16:23:11"
"1772","860","Course Fee","2500","2079-07-03",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-10-20 20:50:48","2022-10-20 20:50:48"
"1773","490","Extend Fee Date","0","2079-07-04","0","2350","2079-08-06",NULL,"myadi ko training",NULL,"Bijaya Kumar","2","due","2022-10-21 13:35:35","2022-10-21 13:35:35"
"1774","476","Extend Fee Date","0","2079-07-04","0","6610","2079-08-15",NULL,"ghar bata napathayeko.",NULL,"Manoj Budhayer","2","due","2022-10-21 13:41:23","2022-10-21 13:41:23"
"1775","384","Course Fee","1100","2079-07-04",NULL,"8800","2079-08-04",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-10-21 13:49:40","2022-10-21 13:49:40"
"1776","891","Course Fee","500","2079-07-03",NULL,"20000","2079-07-15",NULL,NULL,"cash","Janak Bhatt","2","due","2022-10-21 13:57:52","2022-10-21 13:57:52"
"1777","845","Extend Fee Date","0","2079-07-04","0","500","2079-08-06",NULL,"myadi harulai training dinxu",NULL,"Bijaya Kumar","2","due","2022-10-21 17:07:06","2022-10-21 17:07:06"
"1778","587","Extend Fee Date","0","2079-07-14","0","6000","2079-07-18",NULL,"exam ko lagi fee bujayeko tei vayera",NULL,"Manoj Budhayer","2","due","2022-10-31 14:05:49","2022-10-31 14:05:49"
"1779","586","Extend Fee Date","0","2079-07-14","0","6000","2079-07-18",NULL,"exam ko lagi fee bujayeko tei vayera",NULL,"Manoj Budhayer","2","due","2022-10-31 14:06:13","2022-10-31 14:06:13"
"1780","510","Course Fee","4500","2079-07-14",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-10-31 14:48:47","2022-10-31 14:48:47"
"1781","456","Course Fee","1000","2079-07-14",NULL,"7000","2079-08-25",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-10-31 15:44:53","2022-10-31 15:44:53"
"1782","813","Course Fee","3000","2079-07-14","2000","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-10-31 20:58:55","2022-10-31 20:58:55"
"1783","822","Course Fee","2000","2079-05-20","500","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-10-31 21:55:18","2022-10-31 21:55:18"
"1784","879","Course Fee","4500","2079-07-15",NULL,"4000","2079-09-20",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-01 12:42:56","2022-11-01 12:42:56"
"1785","716","Extend Fee Date","0","2079-07-15","0","9000","2079-07-17",NULL,"Voli liyera aaune","cash","Manoj Budhayer","2","due","2022-11-01 13:39:11","2022-11-03 13:48:26"
"1786","872","Extend Fee Date","0","2079-07-15","0","9850","2079-07-17",NULL,"paisa xaina",NULL,"Manoj Budhayer","2","due","2022-11-01 14:01:31","2022-11-01 14:01:31"
"1787","408","Extend Fee Date","0","2079-07-15","0","5000","2079-07-17",NULL,"17 gate due complete garne",NULL,"Manoj Budhayer","2","due","2022-11-01 14:53:06","2022-11-01 14:53:06"
"1788","852","Course Fee","4000","2079-07-15",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-01 14:58:08","2022-11-01 14:58:08"
"1789","434","Extend Fee Date","0","2079-07-15","0","9500","2079-07-25",NULL,"25 Fix gate dine",NULL,"Manoj Budhayer","2","due","2022-11-01 15:11:21","2022-11-01 15:11:21"
"1790","892","Course Fee","2500","2079-07-14","500","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-11-01 16:33:29","2022-11-01 16:33:29"
"1791","891","Course Fee","6000","2079-07-15","14000","0","9999-99-99",NULL,NULL,"cash","Bijaya Kumar","2","complete","2022-11-01 17:23:42","2022-11-01 17:23:42"
"1792","887","Course Fee","0","2079-07-15","0","2000","2079-08-06",NULL,"pahad bat paisa halidiapaxi dinxu","cash","Bijaya Kumar","2","due","2022-11-01 19:39:00","2022-11-18 23:45:54"
"1793","855","Course Fee","0","2079-07-15",NULL,"2500","2079-07-20",NULL,"pahad bat aaudaixau","cash","Bijaya Kumar","2","due","2022-11-01 19:40:54","2022-11-01 19:40:54"
"1794","854","Course Fee","0","2079-07-15",NULL,"2500","2079-07-20",NULL,"pahad bat aaudaixau","cash","Bijaya Kumar","2","due","2022-11-01 19:41:30","2022-11-01 19:41:30"
"1795","772","Course Fee","0","2079-07-15",NULL,"2500","2079-07-22",NULL,"OJT ma busy va a kole ab sakia paxi aauxu","cash","Bijaya Kumar","2","due","2022-11-01 19:43:12","2022-11-01 19:43:12"
"1796","772","Course Fee","0","2079-07-15",NULL,"2500","2079-07-22",NULL,"OJT ma busy va a kole ab sakia paxi aauxu","cash","Bijaya Kumar","2","due","2022-11-01 19:43:17","2022-11-01 19:43:17"
"1797","804","Course Fee","0","2079-07-15","0","2500","2079-08-11",NULL,"ktm tir gakole  padhn","cash","Bijaya Kumar","2","due","2022-11-01 19:44:17","2022-11-09 20:03:34"
"1798","844","Course Fee","0","2079-07-15",NULL,"3000","2079-09-15",NULL,"ghr ma problem x so","cash","Bijaya Kumar","2","due","2022-11-01 19:45:22","2022-11-01 19:45:22"
"1799","846","Course Fee","0","2079-07-15","0","1000","2079-07-25",NULL,"dipayal gako le ali late aauxu exam diapaxi","cash","Bijaya Kumar","2","due","2022-11-01 19:46:39","2022-11-09 19:14:20"
"1800","864","Course Fee","0","2079-07-15",NULL,"2500","2079-07-24",NULL,"personal problem","cash","Bijaya Kumar","2","due","2022-11-01 19:48:03","2022-11-01 19:48:03"
"1801","96","Course Fee","0","2079-07-15","0","4000","2079-07-24",NULL,"24 gate fix liyera aaune","cash","Manoj Budhayer","2","due","2022-11-01 21:57:11","2022-11-07 22:07:23"
"1802","33","Course Fee","0","2079-07-15","0","4000","2079-07-30",NULL,"rs. 1000 dinchh baki 3000 mansir ma","cash","Bijaya Kumar","2","due","2022-11-01 22:03:00","2022-11-07 20:18:52"
"1804","867","Course Fee","0","2079-07-15","0","2000","2079-08-25",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-01 22:07:09","2022-11-10 17:33:22"
"1805","317","Course Fee","1000","2079-07-16",NULL,"4850","2079-07-30",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-02 13:33:31","2022-11-02 13:33:31"
"1806","110","Course Fee","2000","2079-07-16",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-02 15:35:30","2022-11-02 15:35:30"
"1807","775","Course Fee","1000","2079-07-16",NULL,"2000","2079-08-15",NULL,NULL,"cash","Janak Bhatt","2","due","2022-11-02 16:37:41","2022-11-02 16:37:41"
"1808","854","Course Fee","2500","2079-07-16",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-02 16:43:25","2022-11-02 16:43:25"
"1809","855","Course Fee","2000","2079-07-16","500","0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-02 16:43:56","2022-11-02 16:43:56"
"1810","893","Course Fee","4000","2079-07-16",NULL,"0","0000-00-00",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-11-02 17:50:53","2022-11-02 17:50:53"
"1811","815","Course Fee","0","2079-07-16",NULL,"1000","2079-07-30",NULL,"ghr ma problem","cash","Bijaya Kumar","2","due","2022-11-02 18:12:07","2022-11-02 18:12:07"
"1812","873","Course Fee","0","2079-07-16",NULL,"2000","2079-07-18",NULL,"ghr ma problem","cash","Bijaya Kumar","2","due","2022-11-02 18:14:47","2022-11-02 18:14:47"
"1813","232","Course Fee","0","2079-07-16",NULL,"2000","2079-07-18",NULL,"ghr ma vanepaxi  lyaune","cash","Bijaya Kumar","2","due","2022-11-02 18:16:35","2022-11-02 18:16:35"
"1814","792","Course Fee","0","2079-07-16","0","1700","2079-07-20",NULL,"aaj pahad bat aaudai xn so voli or parsi sammm milaune","cash","Bijaya Kumar","2","due","2022-11-02 18:31:39","2022-11-04 20:51:57"
"1816","109","Course Fee","0","2079-07-16",NULL,"2000","2079-07-25",NULL,"exam va a ko  le ab  aaune exam saki a paxi","cash","Bijaya Kumar","2","due","2022-11-02 19:31:53","2022-11-02 19:31:53"
"1817","109","Course Fee","0","2079-07-16",NULL,"2000","2079-07-25",NULL,"exam va a ko  le ab  aaune exam saki a paxi","cash","Bijaya Kumar","2","due","2022-11-02 19:32:25","2022-11-02 19:32:25"
"1818","31","Course Fee","0","2079-07-16",NULL,"4000","2079-07-22",NULL,"pahad bat a a paxi ek dui","cash","Bijaya Kumar","2","due","2022-11-02 19:39:03","2022-11-02 19:39:03"
"1819","873","Course Fee","2000","2079-07-16","0","7500","9999-99-99",NULL,"converted into pdit","cash","Manoj Budhayer","2","due","2022-11-02 21:47:17","2022-12-28 20:20:35"
"1820","897","Course Fee","500","2079-07-16","2000","8000","2079-07-20",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-02 22:00:26","2022-11-02 22:00:26"
"1821","896","Course Fee","8500","2079-07-16","2000","0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-02 22:01:33","2022-11-02 22:01:33"
"1822","895","Course Fee","8500","2079-07-16","2000","0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-02 22:02:00","2022-11-02 22:02:00"
"1823","279","Course Fee","4000","2079-07-17",NULL,"4350","2079-08-17",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-03 12:55:38","2022-11-03 12:55:38"
"1824","716","Course Fee","4500","2079-07-17",NULL,"4500","2079-09-10",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-03 13:49:41","2022-11-03 13:49:41"
"1825","886","Course Fee","5000","2079-07-17","8000","6500","2079-08-15",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-03 14:07:15","2022-11-03 14:07:15"
"1826","613","Extend Fee Date","0","2079-07-17","0","10000","2079-07-20",NULL,"dai le paisa lageko",NULL,"Manoj Budhayer","2","due","2022-11-03 14:43:14","2022-11-03 14:43:14"
"1827","712","Extend Fee Date","0","2079-07-17","0","4000","2079-08-01",NULL,"Baba mami ghar bata naayeko",NULL,"Manoj Budhayer","2","due","2022-11-03 14:53:41","2022-11-03 14:53:41"
"1828","812","Extend Fee Date","0","2079-07-17","0","4000","2079-08-01",NULL,"dudha ko paisa aaye paxi dinxu",NULL,"Manoj Budhayer","2","due","2022-11-03 14:54:50","2022-11-03 14:54:50"
"1829","812","Extend Fee Date","0","2079-07-17","0","4000","2079-08-01",NULL,"dudha ko paisa aaye paxi dinxu",NULL,"Manoj Budhayer","2","due","2022-11-03 14:54:54","2022-11-03 14:54:54"
"1830","408","Course Fee","5000","2079-07-17",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-03 14:55:32","2022-11-03 14:55:32"
"1831","451","Extend Fee Date","0","2079-07-17","0","5400","2079-07-20",NULL,"paisa ahile xaina",NULL,"Manoj Budhayer","2","due","2022-11-03 15:24:57","2022-11-03 15:24:57"
"1832","451","Course Fee","600","2079-07-17",NULL,"4800","2079-08-15",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-03 16:04:27","2022-11-03 16:04:27"
"1835","872","Course Fee","0","2079-07-17",NULL,"9850","2079-07-20",NULL,"sunday ma dine fee","cash","Bijaya Kumar","2","due","2022-11-03 17:57:55","2022-11-03 17:57:55"
"1836","608","Course Fee","0","2079-07-17",NULL,"9000","2079-07-20",NULL,"aaj voli room ko bhada tirnu parne x so","cash","Bijaya Kumar","2","due","2022-11-03 18:12:43","2022-11-03 18:12:43"
"1837","392","Course Fee","0","2079-07-17","0","6000","2079-08-05",NULL,"salary na aakole ddy ko","cash","Bijaya Kumar","2","due","2022-11-03 18:16:14","2022-11-03 22:51:08"
"1838","416","Course Fee","0","2079-07-17",NULL,"15600","2079-07-18",NULL,"voli pay garne","cash","Bijaya Kumar","2","due","2022-11-03 18:33:03","2022-11-03 18:33:03"
"1839","414","Course Fee","0","2079-07-17",NULL,"15600","2079-07-20",NULL,"sunday ma dine fee","cash","Bijaya Kumar","2","due","2022-11-03 18:35:09","2022-11-03 18:35:09"
"1840","448","Course Fee","0","2079-07-17","0","15600","2079-07-25",NULL,"ghr ma kam parekole absent","cash","Bijaya Kumar","2","due","2022-11-03 18:38:02","2022-11-09 19:15:17"
"1841","453","Course Fee","0","2079-07-17",NULL,"7200","2079-07-23",NULL,"Personal Problem","cash","Bijaya Kumar","2","due","2022-11-03 18:53:18","2022-11-03 18:53:18"
"1842","412","Course Fee","0","2079-07-17",NULL,"5500","2079-07-23",NULL,"Personal problem","cash","Bijaya Kumar","2","due","2022-11-03 19:16:50","2022-11-03 19:16:50"
"1843","465","Course Fee","0","2079-07-17",NULL,"10000","2079-07-18",NULL,"ghr bat aaj room aakole","cash","Bijaya Kumar","2","due","2022-11-03 19:26:43","2022-11-03 19:26:43"
"1844","590","Course Fee","0","2079-07-17",NULL,"3000","2079-07-22",NULL,"pahad ma xu  ali problem vakole","cash","Bijaya Kumar","2","due","2022-11-03 19:36:24","2022-11-03 19:36:24"
"1845","437","Course Fee","0","2079-07-17",NULL,"3500","2079-07-20",NULL,"pahad ma xu so","cash","Bijaya Kumar","2","due","2022-11-03 19:38:40","2022-11-03 19:38:40"
"1846","447","Course Fee","0","2079-07-17",NULL,"6000","2079-07-20",NULL,"ghr ma problem","cash","Bijaya Kumar","2","due","2022-11-03 19:43:17","2022-11-03 19:43:17"
"1847","466","Course Fee","0","2079-07-17",NULL,"5000","2079-07-21",NULL,"ghr ma problem","cash","Bijaya Kumar","2","due","2022-11-03 19:47:55","2022-11-03 19:47:55"
"1848","516","Course Fee","1000","2079-07-17",NULL,"7000","2079-07-30",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-03 19:50:51","2022-11-03 19:50:51"
"1849","899","Course Fee","500","2079-07-17",NULL,"2500","2079-07-26",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-03 23:17:11","2022-11-03 23:17:11"
"1850","898","Course Fee","500","2079-07-17",NULL,"2500","2079-07-26",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-03 23:17:50","2022-11-03 23:17:50"
"1851","586","Course Fee","0","2079-07-18","0","6000","2079-07-25",NULL,"25 gate vitra 2000 dine baki 2000 manshir 25","cash","Janak Bhatt","2","due","2022-11-04 13:58:30","2022-11-04 13:58:48"
"1852","900","Course Fee","0","2079-07-18","0","12000","2079-10-10",NULL,"Needs nepal 123 project","cash","Bijaya Kumar","2","due","2022-11-04 16:59:46","2022-11-23 20:30:42"
"1853","901","Course Fee","0","2079-07-18","0","10500","2079-09-28",NULL,"Needs Nepal 123 (project)","cash","Bijaya Kumar","2","due","2022-11-04 17:38:45","2022-11-14 16:30:10"
"1854","600","Course Fee","0","2079-07-18","0","7500","2079-07-28",NULL,"ddy bahir vakole ghr ma call garne vandai","cash","Bijaya Kumar","2","due","2022-11-04 18:07:19","2022-11-13 18:06:38"
"1855","902","Course Fee","500","2079-07-18",NULL,"2500","2079-07-21",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-04 18:18:13","2022-11-04 18:18:13"
"1856","468","Course Fee","1000","2079-07-18",NULL,"4000","2079-07-30",NULL,"yo  month ko last ma dine fix","cash","Bijaya Kumar","2","due","2022-11-04 18:28:32","2022-11-04 18:28:32"
"1857","542","Course Fee","0","2079-07-18",NULL,"3000","2079-07-20",NULL,"absent vako le ghr mai bg","cash","Bijaya Kumar","2","due","2022-11-04 19:01:21","2022-11-04 19:01:21"
"1858","477","Course Fee","0","2079-07-18",NULL,"7500","2079-07-20",NULL,"pahad bat aaudaixu","cash","Bijaya Kumar","2","due","2022-11-04 19:05:22","2022-11-04 19:05:22"
"1859","568","Course Fee","0","2079-07-18",NULL,"9500","2079-07-23",NULL,"ghr ma kam parekole absent","cash","Bijaya Kumar","2","due","2022-11-04 19:11:52","2022-11-04 19:11:52"
"1860","826","Course Fee","0","2079-07-18","0","2500","2079-08-02",NULL,"aajvoli ta di a ko so ab dine ali late","cash","Bijaya Kumar","2","due","2022-11-04 19:32:46","2022-11-04 19:37:43"
"1861","786","Course Fee","0","2079-07-18",NULL,"3000","2079-09-20",NULL,"ali bg vakole","cash","Bijaya Kumar","2","due","2022-11-04 19:35:20","2022-11-04 19:35:20"
"1862","897","Course Fee","8000","2079-07-18",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-04 21:04:10","2022-11-04 21:04:10"
"1863","465","Extend Fee Date","0","2079-07-18","0","10000","2079-07-20",NULL,"5k fix dine",NULL,"Manoj Budhayer","2","due","2022-11-04 21:06:48","2022-11-04 21:06:48"
"1864","903","Course Fee","8500","2079-07-18","2000","0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-04 21:16:20","2022-11-04 21:16:20"
"1865","904","Course Fee","8500","2079-07-18","2000","0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-04 21:17:03","2022-11-04 21:17:03"
"1866","413","Course Fee","0","2079-07-18",NULL,"15600","2079-07-20",NULL,"Personal problem","cash","Bijaya Kumar","2","due","2022-11-04 22:43:20","2022-11-04 22:43:20"
"1867","872","Extend Fee Date","0","2079-07-20","0","9850","2079-07-27",NULL,"ghar bata paisa napathayekole yo hapta vitra paisa pathaune.",NULL,"Manoj Budhayer","2","due","2022-11-06 12:53:33","2022-11-06 12:53:33"
"1868","587","Extend Fee Date","0","2079-07-20","0","6000","2079-07-21",NULL,"ahile 2000 bujaune next installment ma chai 2000 bujaune.",NULL,"Manoj Budhayer","2","due","2022-11-06 13:54:38","2022-11-06 13:54:38"
"1869","483","Course Fee","3000","2079-07-20",NULL,"4000","2079-08-08",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-06 14:44:31","2022-11-06 14:44:31"
"1870","633","Extend Fee Date","0","2079-07-20","0","2000","2079-07-21",NULL,"voli liyera aaune",NULL,"Manoj Budhayer","2","due","2022-11-06 14:45:56","2022-11-06 14:45:56"
"1871","633","Extend Fee Date","0","2079-07-20","0","2000","2079-07-21",NULL,"voli liyera aaune",NULL,"Manoj Budhayer","2","due","2022-11-06 14:45:58","2022-11-06 14:45:58"
"1872","889","Course Fee","5500","2079-07-20",NULL,"5000","2079-08-20",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-06 15:17:27","2022-11-06 15:17:27"
"1873","503","Course Fee","4000","2079-07-20",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-06 15:45:03","2022-11-06 15:45:03"
"1874","447","Course Fee","2000","2079-07-20",NULL,"4000","2079-08-20",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-06 16:24:28","2022-11-06 16:24:28"
"1875","905","Course Fee","3500","2079-07-20","0","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-11-06 17:23:41","2022-11-17 18:27:37"
"1876","457","Course Fee","0","2079-07-20",NULL,"8000","2079-07-25",NULL,"pahad bat  ab aaune","cash","Bijaya Kumar","2","due","2022-11-06 17:46:28","2022-11-06 17:46:28"
"1877","719","Course Fee","0","2079-07-20",NULL,"8000","2080-01-05",NULL,"SLC ko  final exm diapaxi aaune ho time nava a kole","cash","Bijaya Kumar","2","due","2022-11-06 17:52:27","2022-11-06 17:52:27"
"1878","293","Course Fee","0","2079-07-20",NULL,"3000","2079-07-23",NULL,"absent vakole","cash","Bijaya Kumar","2","due","2022-11-06 17:58:10","2022-11-06 17:58:10"
"1879","814","Course Fee","0","2079-07-20",NULL,"10000","2079-07-21",NULL,"aaj 3 baje office tir aaune dady sangai","cash","Bijaya Kumar","2","due","2022-11-06 18:04:40","2022-11-06 18:04:40"
"1880","769","Course Fee","0","2079-07-20",NULL,"7000","2079-07-21",NULL,"call  receive chahi uhako mom le gareko so meeting ma vakole paxi kura garne","cash","Bijaya Kumar","2","due","2022-11-06 18:07:09","2022-11-06 18:07:09"
"1881","850","Course Fee","0","2079-07-20",NULL,"500","2079-07-21",NULL,"office ma aa a r kura garne aaj","cash","Bijaya Kumar","2","due","2022-11-06 18:09:30","2022-11-06 18:09:30"
"1882","820","Course Fee","0","2079-07-20",NULL,"2000","2079-07-21",NULL,"pahad bat varkhar aaj pugekole","cash","Bijaya Kumar","2","due","2022-11-06 18:14:19","2022-11-06 18:14:19"
"1883","861","Course Fee","0","2079-07-20",NULL,"5500","2079-07-25",NULL,"pahad bat  aaj puge ab fee 2\4 din paxi","cash","Bijaya Kumar","2","due","2022-11-06 18:17:08","2022-11-06 18:17:08"
"1884","727","Course Fee","0","2079-07-20",NULL,"6000","2079-08-10",NULL,"ktm  xu engineering ko Entrance kolagi","cash","Bijaya Kumar","2","due","2022-11-06 18:25:59","2022-11-06 18:25:59"
"1885","691","Course Fee","0","2079-07-20","0","1000","2079-07-25",NULL,"ali problem","cash","Bijaya Kumar","2","due","2022-11-06 18:27:44","2022-11-06 20:11:28"
"1886","780","Course Fee","0","2079-07-20",NULL,"4500","2079-07-22",NULL,"voli dine ali problem vako le","cash","Bijaya Kumar","2","due","2022-11-06 18:34:18","2022-11-06 18:34:18"
"1887","823","Course Fee","0","2079-07-20",NULL,"8000","2079-08-07",NULL,"aarko month ma sabai clear garne","cash","Bijaya Kumar","2","due","2022-11-06 18:55:38","2022-11-06 18:55:38"
"1888","771","Course Fee","0","2079-07-20","0","6500","2079-07-30",NULL,"Ashoj last samma Rs 4000 diye fee clear hune","cash","Bijaya Kumar","2","due","2022-11-06 19:00:20","2022-11-07 19:52:04"
